Animals|S1U12|καμηλοπάρδαλη|giraffe|n(f,,)
Animals|S1U12|χάμστερ|hamster|n(n,,)
Animals|S1U12|λιονδάκι|lion|n(n,,)
Animals|S1U12|λαγός|hare|n(m,,)
Animals|S1U12|αλεπού|fox|n(f,,)
Animals|S1U12|λύκος|wolf|n(m,,)
Animals|S1U12|τίγρης|tiger|n(f,,)
Animals|S1U12|ζέβρα|zebra|n(f,,)
Animals|S1U12|ερπετό|reptile|n(n,,)
Animals|S1U12|φίδι|snake|n(n,,)
Animals|S1U12|χελώνα|turtle|n(f,,)
Animals|S1U12|έντομο|insect|n(n,,)
Animals|S1U12|πεταλούδα|butterfly|n(f,,)
Animals|S1U12|καβούρι|crab|n(n,,)
Animals|S1U12|αράχνη|spider|n(f,,)
Clothes|S1U14|καπέλο|hat|n(n,,)
Clothes|S1U14|φούστα|skirt|n(f,,)
Clothes|S1U14|πουκάμισο|shirt|n(n,,)
Clothes|S1U14|γάντι|glove|n(n,,)
Clothes|S1U14|γραβάτα|tie|n(f,,)
Clothes|S1U14|φόρεμα|dress|n(n,,)
Clothes|S1U14|παπούτσι|shoe|n(n,,)
Clothes|S1U14|παντελόνι|pants|n(n,,)
Clothes|S1U14|παλτό|coat|n(n,,)
Clothes|S1U14|ρούχο|piece of clothing|n(n,s,)
Clothes|S1U14|ρούχα|clothing|n(n,pl,)
Clothes|S1U14|μπλούζα|blouse|n(f,,)
Clothes|S1U14|κάλτσα|sock|n(f,,)
Clothes|S1U14|κουστούμι|suit|n(n,,)
Clothes|S1U14|κασκόλ|scarf|n(n,,)
Clothes|S1U14|κόσμημα|piece of jewelry|n(n,s,ματα)
Clothes|S1U14|κόσμηματα|jewelry|n(n,pl,ματα)
Clothes|S1U14|στολή|uniform|n(f,,)
Clothes|S1U14|ζώνη|belt|n(f,,)
Clothes|S1U14|εσώρουχο|piece of underwear|n(n,s,)
Clothes|S1U14|εσώρουχα|underwear|n(n,pl,)
Clothes|S1U14|μπότα|boot|n(f,,)
Clothes|S1U14|τσέπη|pocket|n(f,,)
Clothes|S1U14|πορτοφόλι|wallet|n(n,,)
Clothes|S1U14|κοντομάνικο|T-shirt|n(n,,)
Clothes|S1U14|δερμάτινο|leather|a
Numbers|S2U9|μηδέν|zero|
Numbers|S2U9|ένα|one|
Numbers|S2U9|δύο|two|
Numbers|S2U9|τρία|three|
Numbers|S2U9|τέσσερα|four|
Numbers|S2U9|πέντε|five|
Numbers|S2U9|έξι|six|
Numbers|S2U9|επτά|seven|
Numbers|S2U9|οκτώ|eight|
Numbers|S2U9|εννέα|nine|
Numbers|S2U9|δέκα|ten|
Numbers|S2U9|έντεκα|eleven|
Numbers|S2U9|δώδεκα|twelve|
Numbers|S2U9|δεκαεφτά|seventeen|
Numbers|S2U9|είκοσι|twenty|
Numbers|S2U9|τριάντα|thirty|
Numbers|S2U9|σαράντα|forty|
Numbers|S2U9|πενήντα|fifty|
Numbers|S2U9|εξήντα|sixty|
Numbers|S2U9|εβδομήντα|seventy|
Numbers|S2U9|ογδόντα|eighty|
Numbers|S2U9|ενενήντα|ninety|
Numbers|S2U9|εκατό|hundred|
Numbers|S2U9|διακόσιοι|two hundred|
Numbers|S2U9|τριακοσιοι|three hundred|
Numbers|S2U9|τετρακόσιοι|four hundred|
Numbers|S2U9|χίλιοι|thousand|
Numbers|S2U9|εκατομμύριο|million|
Numbers|S2U9|άπειρο|infinite|
Numbers|S2U9|αριθμός|number / numeral / figure (m)|n(m,,)
Numbers|S2U9|νούμερο|number / numeral / figure (n)|n(n,,)
Numbers|S2U9|πρώτος|first|
Numbers|S2U9|δεύτερος|second|
Numbers|S2U9|τρίτος|third|
Numbers|S2U9|τέταρτος|fourth|
Numbers|S2U9|πέμπτος|fifth|
Numbers|S2U9|τελευταίος|last|
Numbers|S2U9|δις|twice|
Numbers|S2U9|πολλάκις|many times|
Time|S2U12|απόγευμα|afternoon / evening|n(n,,)
Time|S2U12|νύχτα|night / tonight|n(f,,)
Time|S2U12|ημέρα|day|
Time|S2U12|βράδυ|night / evening|
Time|S2U12|αύριο|tomorrow|
Time|S2U12|απόψε|tonight|
Time|S2U12|σήμερα|today|
Time|S2U12|πρωί|morning|n(n,,)
Time|S2U12|δευτέρα|Monday|n(f,,)
Time|S2U12|τρίτη|Tuesday|n(f,,)
Time|S2U12|τετάρτη|Wednesday|n(f,,)
Time|S2U12|πέμπτη|Thursday|n(f,,)
Time|S2U12|παρασκευή|Friday|n(f,,)
Time|S2U12|σάββατο|Saturday|n(n,,)
Time|S2U12|κυριακή|Sunday|n(f,,)
Time|S2U12|αρχή|start / beginning|n(f,,)
Time|S2U12|ώρα|time / hour|n(f,,)
Time|S2U12|μεσημέρι|noon / afternoon|n(n,,)
Time|S2U12|τέλος|end|n(n,,)
Time|S2U2|τώρα|now|
Time|S2U12|σαββατοκύριακο|weekend|n(n,,)
Time|S2U12|ηλικία|age|n(f,,)
